-18.000000   2.621641  7.144473  0.000000  0.000000  2.721704  0.000000  
-17.315789   2.621641  7.084435  0.000000  0.000000  2.741716  0.000000  
-16.631579   2.621641  7.024398  0.000000  0.000000  2.761729  0.000000  
-15.947368   2.621641  6.984373  0.000000  0.000000  2.781742  0.000000  
-15.263158   2.621641  6.924335  0.000000  0.000000  2.801754  0.000000  
-14.578947   2.621641  6.884310  0.000000  0.000000  2.821767  0.000000  
-13.894737   2.621641  6.824272  0.000000  0.000000  2.841779  0.000000  
-13.210526   2.621641  6.784247  0.000000  0.000000  2.861792  0.000000  
-12.526316   2.621641  6.724210  0.000000  0.000000  2.881804  0.000000  
-11.842105   2.621641  6.684185  0.000000  0.000000  2.921829  0.000000  
-11.157895   2.621641  6.624147  0.000000  0.000000  2.941842  0.000000  
-10.473684   2.621641  6.584122  0.000000  0.000000  2.961854  0.000000  
-9.789474   2.621641  6.544097  0.000000  0.000000  3.001879  0.000000  
-9.105263   2.621641  6.484059  0.000000  0.000000  3.041904  0.000000  
-8.421053   2.621641  6.444034  0.000000  0.000000  3.061917  0.000000  
-7.736842   2.621641  6.383997  0.000000  0.000000  3.101942  0.000000  
-7.052632   2.621641  6.343972  0.000000  0.000000  3.141967  0.000000  
-6.368421   2.621641  6.303947  0.000000  0.000000  3.181992  0.000000  
-5.684211   2.621641  6.243909  0.000000  0.000000  3.222017  0.000000  
-5.000000   2.621641  6.203884  0.000000  0.000000  3.262042  0.000000  
