-18.000000   2.621641  0.000000  0.000000  0.000000  2.701691  6.103821  
-17.315789   2.621641  0.000000  0.000000  0.000000  2.701691  6.143846  
-16.631579   2.621641  0.000000  0.000000  0.000000  2.721704  6.163859  
-15.947368   2.621641  0.000000  0.000000  0.000000  2.721704  6.203884  
-15.263158   2.621641  0.000000  0.000000  0.000000  2.741716  6.243909  
-14.578947   2.621641  0.000000  0.000000  0.000000  2.761729  6.263922  
-13.894737   2.621641  0.000000  0.000000  0.000000  2.761729  6.303947  
-13.210526   2.621641  0.000000  0.000000  0.000000  2.781742  6.343972  
-12.526316   2.621641  0.000000  0.000000  0.000000  2.801754  6.383997  
-11.842105   2.621641  0.000000  0.000000  0.000000  2.801754  6.404009  
-11.157895   2.621641  0.000000  0.000000  0.000000  2.821767  6.444034  
-10.473684   2.621641  0.000000  0.000000  0.000000  2.841779  6.484059  
-9.789474   2.621641  0.000000  0.000000  0.000000  2.841779  6.524084  
-9.105263   2.621641  0.000000  0.000000  0.000000  2.861792  6.544097  
-8.421053   2.621641  0.000000  0.000000  0.000000  2.881804  6.584122  
-7.736842   2.621641  0.000000  0.000000  0.000000  2.901817  6.624147  
-7.052632   2.621641  0.000000  0.000000  0.000000  2.901817  6.664172  
-6.368421   2.621641  0.000000  0.000000  0.000000  2.921829  6.704197  
-5.684211   2.621641  0.000000  0.000000  0.000000  2.941842  6.724210  
-5.000000   2.621641  0.000000  0.000000  0.000000  2.961854  6.764235  
