-30.000000   2.808966  0.000000  0.000000  0.000000  3.108853  6.227683  
-28.947368   2.838955  0.000000  0.000000  0.000000  3.098857  6.197694  
-27.894737   2.868943  0.000000  0.000000  0.000000  3.078864  6.167705  
-26.842105   2.908928  0.000000  0.000000  0.000000  3.068868  6.137716  
-25.789474   2.938917  0.000000  0.000000  0.000000  3.058872  6.117724  
-24.736842   2.968906  0.000000  0.000000  0.000000  3.048876  6.087735  
-23.684211   2.998895  0.000000  0.000000  0.000000  3.038879  6.057746  
-22.631579   3.028883  0.000000  0.000000  0.000000  3.028883  6.027758  
-21.578947   3.078864  0.000000  0.000000  0.000000  3.028883  6.007765  
-20.526316   3.148838  0.000000  0.000000  0.000000  3.028883  5.977776  
-19.473684   3.228808  0.000000  0.000000  0.000000  3.028883  5.957784  
-18.421053   3.308778  0.000000  0.000000  0.000000  3.028883  5.927795  
-17.368421   3.388748  0.000000  0.000000  0.000000  3.028883  5.907803  
-16.315789   3.478714  0.000000  0.000000  0.000000  3.028883  5.887810  
-15.263158   3.578677  0.000000  0.000000  0.000000  3.028883  5.867818  
-14.210526   3.668643  0.000000  0.000000  0.000000  3.028883  5.837829  
-13.157895   3.778602  0.000000  0.000000  0.000000  3.028883  5.817837  
-12.105263   3.878564  0.000000  0.000000  0.000000  3.028883  5.797844  
-11.052632   3.988523  0.000000  0.000000  0.000000  3.028883  5.777852  
-10.000000   4.098482  0.000000  0.000000  0.000000  3.028883  5.757859  
