 n_c/n_0 | M(n)  | R(n)

1.000626 0.264289 9.480001 
1.071378 0.303685 9.675001 
1.142129 0.342415 9.840001 
1.212881 0.385403 10.020001 
1.283632 0.429691 10.185001 
1.354383 0.472344 10.320001 
1.425135 0.519043 10.470001 
1.495886 0.565744 10.590001 
1.566637 0.610947 10.710001 
1.637389 0.658619 10.815001 
1.708140 0.705987 10.905001 
1.778891 0.751371 10.995001 
1.849643 0.798442 11.070001 
1.920394 0.845544 11.145001 
1.991146 0.889293 11.205001 
2.061897 0.935157 11.265001 
2.132648 0.979654 11.310001 
2.203400 1.021387 11.355001 
2.274151 1.063699 11.385001 
2.344902 1.105396 11.415001 
2.415654 1.144313 11.445001 
2.486405 1.183333 11.460001 
2.557156 1.221528 11.475001 
2.627908 1.256948 11.490001 
2.698659 1.293540 11.505001 
2.769411 1.327765 11.505001 
2.840162 1.359294 11.505001 
2.910913 1.391742 11.505001 
2.981665 1.423206 11.505001 
3.052416 1.450514 11.490001 
3.123167 1.480215 11.490001 
3.193919 1.507352 11.475001 
3.264670 1.532074 11.460001 
3.335422 1.557333 11.445001 
3.406173 1.581810 11.430001 
3.476924 1.602154 11.400001 
3.547676 1.624899 11.385001 
3.618427 1.646770 11.370001 
3.689178 1.664751 11.340001 
3.759930 1.683161 11.310001 
3.830681 1.702620 11.295001 
3.901432 1.718360 11.265001 
3.972184 1.734376 11.235001 
4.042935 1.749772 11.205001 
4.113687 1.765344 11.190001 
4.184438 1.779305 11.160001 
4.255189 1.792624 11.130001 
4.325941 1.804374 11.100001 
4.396692 1.816348 11.070001 
4.467443 1.827792 11.040001 
4.538195 1.837829 11.010001 
4.608946 1.848139 10.980001 
4.679697 1.855694 10.935001 
4.750449 1.864177 10.905001 
4.821200 1.872900 10.875001 
4.891952 1.881054 10.845001 
4.962703 1.888137 10.815001 
5.033454 1.895487 10.785001 
5.104206 1.902288 10.755001 
5.174957 1.908099 10.725001 
5.245708 1.911887 10.680001 
5.316460 1.917476 10.650001 
5.387211 1.922201 10.620001 
5.457962 1.927041 10.590001 
5.528714 1.931551 10.560001 
5.599465 1.935232 10.530001 
5.670217 1.939095 10.500001 
5.740968 1.940260 10.455001 
5.811719 1.943011 10.425001 
5.882471 1.945949 10.395001 
5.953222 1.948592 10.365001 
6.023973 1.950566 10.335001 
6.094725 1.952652 10.305001 
6.165476 1.954490 10.275001 
6.236227 1.955652 10.245001 
6.306979 1.957048 10.215001 
6.377730 1.958143 10.185001 
6.448482 1.958749 10.155001 
6.519233 1.959417 10.125001 
6.589984 1.959863 10.095001 
6.660736 1.959824 10.065001 
6.731487 1.959912 10.035001 
6.802238 1.959765 10.005001 
6.872990 1.959250 9.975001 
6.943741 1.958732 9.945001 
7.014493 1.958125 9.915001 
7.085244 1.959579 9.900001 
7.155995 1.958563 9.870001 
7.226747 1.957479 9.840001 
7.297498 1.956018 9.810001 
7.368249 1.954631 9.780001 
7.439001 1.953098 9.750001 
7.509752 1.953704 9.735001 
7.580503 1.951937 9.705001 
7.651255 1.950030 9.675001 
7.722006 1.947798 9.645001 
7.792758 1.948156 9.630001 
7.863509 1.945890 9.600001 
7.934260 1.943375 9.570001 
8.005012 1.940874 9.540001 
