  0.2147		  0.0287
  0.2254		  0.1609
  0.2455		  0.3276
  0.2656		  0.4713
  0.2883		  0.6437
  0.3258		  0.8793
  0.3739		  1.1092
  0.4261		  1.2931
  0.4796		  1.4368
  0.5398		  1.5690
  0.5973		  1.6724
  0.6736		  1.7644
  0.7552		  1.8103
  0.8314		  1.8621
  0.8997		  1.8908
  0.9639		  1.9253
