  0.1880	  0.0057
  0.1906	  0.0747
  0.1987	  0.1724
  0.2107	  0.3218
  0.2268	  0.5057
  0.2441	  0.6724
  0.2763	  0.9195
  0.3177	  1.1839
  0.3552	  1.4023
  0.3980	  1.6034
  0.4341	  1.7644
  0.4997	  1.9540
  0.5866	  2.1092
  0.6629	  2.2414
  0.7472	  2.3448
  0.8181	  2.4368
  0.8890	  2.5115
  0.9518	  2.5747



