9.000000000000000222e-01 2.000000000000000000e+02 1.387203715946634608e+00 7.595900779658258273e+00 1.634865879230989094e+01 2.811654576624278690e+01 4.286373854513090720e+01 6.056081079771197295e+01
9.000000000000000222e-01 2.105263157894736992e+02 1.394190401135265489e+00 7.842402436293907542e+00 1.677762815907562555e+01 2.873613770702332459e+01 4.367759597177173703e+01 6.156994899168230262e+01
9.000000000000000222e-01 2.210526315789473699e+02 1.400612222368118109e+00 8.077915957149732762e+00 1.718225252794420754e+01 2.931561872628398646e+01 4.443414905330737952e+01 6.250375069704855946e+01
9.000000000000000222e-01 2.315789473684210407e+02 1.406689822395266631e+00 8.303794226442393622e+00 1.756592467653219458e+01 2.986099399747876149e+01 4.514239260867619663e+01 6.337444742385155649e+01
9.000000000000000222e-01 2.421052631578947398e+02 1.412382587287781099e+00 8.521191353027655069e+00 1.793145171539833882e+01 3.037713958585974794e+01 4.580953662870759757e+01 6.419175122959464375e+01
9.000000000000000222e-01 2.526315789473684390e+02 1.417839172973613282e+00 8.731102440037755485e+00 1.828118770119399628e+01 3.086807611550591801e+01 4.644145816227684520e+01 6.496351241249382724e+01
9.000000000000000222e-01 2.631578947368420813e+02 1.423011734598161437e+00 8.934394210253222113e+00 1.861713153609659699e+01 3.133716571151831332e+01 4.704302094107335108e+01 6.569617883492617239e+01
9.000000000000000222e-01 2.736842105263157805e+02 1.427981310681775362e+00 9.131828947074030367e+00 1.894100060808814234e+01 3.178725677626662005e+01 4.761830673576231732e+01 6.639512475359377675e+01
9.000000000000000222e-01 2.842105263157894797e+02 1.432813477002568670e+00 9.324083479290225185e+00 1.925428714762257343e+01 3.222079253781396346e+01 4.817078641726781285e+01 6.706489149393159721e+01
9.000000000000000222e-01 2.947368421052631788e+02 1.437542932826181508e+00 9.511764445224859088e+00 1.955830210139526670e+01 3.263989391437876719e+01 4.870344891085000683e+01 6.770936723606659768e+01
9.000000000000000222e-01 3.052631578947368780e+02 1.442060590992089386e+00 9.695420742473201514e+00 1.985420981363208170e+01 3.304642389694863169e+01 4.921890020096039819e+01 6.833192389642231035e+01
9.000000000000000222e-01 3.157894736842105203e+02 1.446567127294522415e+00 9.875553827911920379e+00 2.014305592457329297e+01 3.344203845357480276e+01 4.971944074866681973e+01 6.893552328376564731e+01
9.000000000000000222e-01 3.263157894736842195e+02 1.451056683848174433e+00 1.005262637784736413e+01 2.042579016581821705e+01 3.382822749998041445e+01 5.020712716391010844e+01 6.952280110917322986e+01
9.000000000000000222e-01 3.368421052631579187e+02 1.455112897257710980e+00 1.022706968847088582e+01 2.070328537506169297e+01 3.420634854149151494e+01 5.068382234224161209e+01 7.009613473033394371e+01
9.000000000000000222e-01 3.473684210526315610e+02 1.459475509615629996e+00 1.039929013268419489e+01 2.097635366551192249e+01 3.457765488726398928e+01 5.115123712865185013e+01 7.065769910109654006e+01
9.000000000000000222e-01 3.578947368421052602e+02 1.463449233261022053e+00 1.056967491185430141e+01 2.124576053815909660e+01 3.494331996270447860e+01 5.161096587394615653e+01 7.120951423268350311e+01
9.000000000000000222e-01 3.684210526315789593e+02 1.467538286416528281e+00 1.073859731524264305e+01 2.151223753283234430e+01 3.530445883708219412e+01 5.206451771519743232e+01 7.175348667203013520e+01
9.000000000000000222e-01 3.789473684210526585e+02 1.471785567413489204e+00 1.090642166528206225e+01 2.177649395815081235e+01 3.566214801980950710e+01 5.251334511189074306e+01 7.229144718510221423e+01
9.000000000000000222e-01 3.894736842105263577e+02 1.475833070150726511e+00 1.107350811804410640e+01 2.203922816574391419e+01 3.601744434389969030e+01 5.295887096435831864e+01 7.282518644333873681e+01
9.000000000000000222e-01 4.000000000000000000e+02 1.479897003257156562e+00 1.124021747052921860e+01 2.230113883059494029e+01 3.637140382176347231e+01 5.340251563050347983e+01 7.335649049507685504e+01
8.868421052631578760e-01 2.000000000000000000e+02 1.478729341019429766e+00 8.281906451692350402e+00 1.831000262534319489e+01 3.207557072947309251e+01 4.956851183375389525e+01 7.077451269844252124e+01
8.868421052631578760e-01 2.105263157894736992e+02 1.487104089554168285e+00 8.577829882338228629e+00 1.885011817832157632e+01 3.287921237078818137e+01 5.064517568340998110e+01 7.212776440334302208e+01
8.868421052631578760e-01 2.210526315789473699e+02 1.494734622075285291e+00 8.858215130125257630e+00 1.935338297012622633e+01 3.361957368059233175e+01 5.162894921785448332e+01 7.335661795205091096e+01
8.868421052631578760e-01 2.315789473684210407e+02 1.501761177581792062e+00 9.124984722788878955e+00 1.982518176721566050e+01 3.430681894434439272e+01 5.253570074028995407e+01 7.448326706777133666e+01
8.868421052631578760e-01 2.421052631578947398e+02 1.508292754213715225e+00 9.379750302058917910e+00 2.026985976535536338e+01 3.494895398279348342e+01 5.337771934142489272e+01 7.552468594124398749e+01
8.868421052631578760e-01 2.526315789473684390e+02 1.514389742445704234e+00 9.623877634053034313e+00 2.069097617287480873e+01 3.555239858895927796e+01 5.416471587046881808e+01 7.649414369478546405e+01
8.868421052631578760e-01 2.631578947368420813e+02 1.520207955717082671e+00 9.858535588490648038e+00 2.109148529297602792e+01 3.612238189549336198e+01 5.490449858974336195e+01 7.740220956387217655e+01
8.868421052631578760e-01 2.736842105263157805e+02 1.525680028397347954e+00 1.008473362903051296e+01 2.147386867145474199e+01 3.666322259192870803e+01 5.560344255716080397e+01 7.825744105600553269e+01
8.868421052631578760e-01 2.842105263157894797e+02 1.530934650004943665e+00 1.030335090966048028e+01 2.184023338887353560e+01 3.717853201171671174e+01 5.626682387092391480e+01 7.906686782620940335e+01
8.868421052631578760e-01 2.947368421052631788e+02 1.535861735777192649e+00 1.051515918279870831e+01 2.219238643244600340e+01 3.767136426532944427e+01 5.689906294229832184e+01 7.983633989679853471e+01
8.868421052631578760e-01 3.052631578947368780e+02 1.540641009135143014e+00 1.072084101087350660e+01 2.253189184370506482e+01 3.814432920043799413e+01 5.750390499020070934e+01 8.057078342605426258e+01
8.868421052631578760e-01 3.157894736842105203e+02 1.545325384804970836e+00 1.092100444334646703e+01 2.286011523840802084e+01 3.859967876676522280e+01 5.808455628859727682e+01 8.127439202103744265e+01
8.868421052631578760e-01 3.263157894736842195e+02 1.549889178519333832e+00 1.111619494952272191e+01 2.317825897069393903e+01 3.903937400604876018e+01 5.864378864573860994e+01 8.195077225964767820e+01
8.868421052631578760e-01 3.368421052631579187e+02 1.554380682302444638e+00 1.130690523230838274e+01 2.348739022079909233e+01 3.946513773807037495e+01 5.918402069767476092e+01 8.260305604686155334e+01
8.868421052631578760e-01 3.473684210526315610e+02 1.558427499256367366e+00 1.149358337679253772e+01 2.378846372346706772e+01 3.987849652549443391e+01 5.970738202186376498e+01 8.323398861734744969e+01
8.868421052631578760e-01 3.578947368421052602e+02 1.562545410916283295e+00 1.167663968064270108e+01 2.408234034775910359e+01 4.028081452920031325e+01 6.021576437284868888e+01 8.384599840655035052e+01
8.868421052631578760e-01 3.684210526315789593e+02 1.566573755741551999e+00 1.185645244888712035e+01 2.436980248666927551e+01 4.067332113571315944e+01 6.071086315854216053e+01 8.444125325076286970e+01
8.868421052631578760e-01 3.789473684210526585e+02 1.570602494679087524e+00 1.203337294875925956e+01 2.465156694676559113e+01 4.105713383558594387e+01 6.119421146907038889e+01 8.502170623621910295e+01
8.868421052631578760e-01 3.894736842105263577e+02 1.574506632594520283e+00 1.220772972341083751e+01 2.492829587833763583e+01 4.143327737210366024e+01 6.166720835439048187e+01 8.558913360786330315e+01
8.868421052631578760e-01 4.000000000000000000e+02 1.578415299199237065e+00 1.237983235632773038e+01 2.520060619180468464e+01 4.180270004791840677e+01 6.213114271455245330e+01 8.614516658020652073e+01
8.736842105263158409e-01 2.000000000000000000e+02 1.554543375546378003e+00 8.827398384713843527e+00 1.995666821262801349e+01 3.552221063965713910e+01 5.555998602199711911e+01 8.008373422163258226e+01
8.736842105263158409e-01 2.105263157894736992e+02 1.564741210027991603e+00 9.179857869384429492e+00 2.063271127971285424e+01 3.656016475081403172e+01 5.697976145297733552e+01 8.189336308686753796e+01
8.736842105263158409e-01 2.210526315789473699e+02 1.573827726263650417e+00 9.511536431016718751e+00 2.125559917863673220e+01 3.750246721043929199e+01 5.825475924272151218e+01 8.350508779726675357e+01
