0.060038    0.001115 
0.080050    0.001117 
0.100063    0.001196 
0.120075    0.001368 
0.140088    0.001636 
0.160100    0.001997 
0.180113    0.002446 
0.200125    0.002976 
0.220138    0.003579 
0.240150    0.004247 
0.260163    0.004976 
0.280175    0.005757 
0.300188    0.006586 
0.320200    0.007458 
0.340213    0.008367 
0.360226    0.009310 
0.380238    0.010284 
0.400251    0.011152 
0.420263    0.012435 
0.440276    0.013359 
0.460288    0.014430 
0.480301    0.015520 
0.500313    0.016629 
0.520326    0.017757 
0.540338    0.018904 
0.560351    0.020069 
0.580363    0.021253 
0.600376    0.022457 
0.620388    0.023683 
0.640401    0.024930 
0.660413    0.026202 
0.680426    0.027499 
0.700439    0.028825 
0.720451    0.030181 
0.740464    0.031570 
0.760476    0.032996 
0.780489    0.034461 
0.800501    0.035941 
0.820514    0.036968 
0.840526    0.038020 
0.860539    0.039367 
0.880551    0.040853 
0.900564    0.042449 
0.920576    0.044143 
0.940589    0.045934 
0.960601    0.047821 
0.980614    0.049804 
1.000626    0.051888 
1.020639    0.054074 
1.040652    0.056264 
1.060664    0.057866 
1.080677    0.059217 
1.100689    0.060574 
1.120702    0.061940 
1.140714    0.063318 
1.160727    0.064713 
1.180739    0.066129 
1.200752    0.067571 
1.220764    0.069044 
1.240777    0.070554 
1.260789    0.072108 
1.280802    0.073714 
1.300814    0.075378 
1.320827    0.077111 
1.340839    0.078920 
1.360852    0.080817 
1.380865    0.082809 
1.400877    0.084911 
1.420890    0.087132 
1.440902    0.089484 
1.460915    0.091980 
1.480927    0.094633 
1.500940    0.097454 
1.520952    0.100458 
1.540965    0.103656 
1.560977    0.107062 
1.580990    0.110686 
1.601002    0.114542 
1.621015    0.118639 
1.641027    0.122988 
1.661040    0.127596 
1.681052    0.132473 
1.701065    0.137623 
1.721077    0.143050 
1.741090    0.148757 
1.761103    0.154744 
1.781115    0.161010 
1.801128    0.167550 
1.821140    0.174359 
1.841153    0.181430 
1.861165    0.188752 
1.881178    0.196313 
1.901190    0.204101 
1.921203    0.212100 
1.941215    0.220293 
1.961228    0.228663 
1.981240    0.237192 
2.001253    0.245859 
2.021265    0.254646 
2.041278    0.263482 
2.061290    0.270928 
2.081303    0.276711 
2.101316    0.282377 
2.121328    0.288013 
2.141341    0.293620 
2.161353    0.299191 
2.181366    0.304731 
2.201378    0.310234 
2.221391    0.315699 
2.241403    0.321128 
2.261416    0.326522 
2.281428    0.331875 
2.301441    0.337191 
2.321453    0.342470 
2.341466    0.347713 
2.361478    0.352917 
2.381491    0.358086 
2.401503    0.363225 
2.421516    0.368326 
2.441529    0.373397 
2.461541    0.378438 
2.481554    0.383449 
2.501566    0.388432 
2.521579    0.393390 
2.541591    0.398329 
2.561604    0.403238 
2.581616    0.408131 
2.601629    0.413005 
2.621641    0.417864 
2.641654    0.422712 
2.661666    0.427536 
2.681679    0.432360 
2.701691    0.437177 
2.721704    0.441980 
2.741716    0.446784 
2.761729    0.451584 
2.781742    0.456383 
2.801754    0.461180 
2.821767    0.465984 
2.841779    0.470792 
2.861792    0.475595 
2.881804    0.480411 
2.901817    0.485234 
2.921829    0.490051 
2.941842    0.494887 
2.961854    0.499719 
2.981867    0.504554 
3.001879    0.509386 
3.021892    0.514226 
3.041904    0.519061 
3.061917    0.523882 
3.081929    0.528699 
3.101942    0.533502 
3.121955    0.538287 
3.141967    0.543053 
3.161980    0.547794 
3.181992    0.552498 
3.202005    0.557175 
3.222017    0.561817 
3.242030    0.566407 
3.262042    0.570960 
3.282055    0.575457 
3.302067    0.579899 
3.322080    0.584286 
3.342092    0.588616 
3.362105    0.592876 
3.382117    0.597073 
3.402130    0.601201 
